날짜,리뷰
2023-02-16,키가 큰데도 불구하고 핏이 엄청 이쁘고 직진배송이라 엄청 빨리 왔어요 거의 4만원인데 깔별로 가지고싶어요 치마 바지 둘다 잘어울려서 많이 입을거같아용
2022-10-09,"별로 기대 안 하고 후기 많길래 주문해봤는데
역시 인기있는덴 이유가 있네요 핏이 아주 쏘굳 
식초 냄새가 좀 나요"
2022-02-25,제가 키가 큰 편인데도 사이즈도 너무 좋고 부드럽고 따뜻해요! 디자인도 너무 원하던 스타일이고 구매하길 너무 잘 한거 같아요ㅠㅠ
2022-02-08,약간 루즈핏으오 안에 얇은티가 아니라도 요즘같은 날씨 추워서 다른옷입고 레이어드해서 입기에 좋았어요!! 매우 만족합니당ㅎㅎ
2023-02-27,생각한대로 예뻐요. 퀄리티 좀 별로라는 리뷰 봐서 걱정했는데 부스스 떨어지는거 많이 없었고 지퍼도 저는 뽑기 잘한 거 같아요. 승질 날 정도로 뻑뻑하진 않더라구요 예쁘게 잘 입을게요.
2022-11-09,"살이 많이쪄서 딱붙거나 짧은옷을 안입게됐는데
이 옷은 넉넉하게 여유있고 엉덩이쪽 쭈리도 안쫑겨서 넘 좋아요 길이도 엉덩이 좀 덮는 길이네요
출근할때나 약속있을때나 다 입고 다닐수있는 옷이네요 ㅎㅎ 넘 편하구 이뻐요~~~"
2022-11-20,"첫번째 사진이 실제와 비슷해요
고고싱은 재활용 지퍼백에 오니까 더 좋은 것 같아요
배송도 아주 빨랐구요!
재질이 생각보다 포근하진 않았지만 까칠하거나 아프지도 않고 적당한 수준의 부드러움이어서 이정도면 만족해요
색도 귀엽구요
만족합니다 ^^"
2022-11-17,우선 넥라인 완전 짱짱해요 안 늘어날 것 같아서 좋아요 이런 색 옷은 잘 안 사는데 이번에 한 번 도전해봤어요 색감도 예쁘고 크기도 딱 예쁘게 오버핏이고 두께도 생각보다 두꺼워서 지금 날씨에 이너 하나 입고 딱 입으면 따뜻할 것 같아요 예쁘게 잘 입겠…더보기
2022-11-05,"짱짱하진 않은데 얇고 예뻐요!! 맘에 들어요. 근데 어깨에서 팔부터가 핏이 이상해서 속상하긴 한데, 그래도 예쁜거 같아요…♡ 검정 니트 사고 싶었는데 딱 제 생각대로 예쁜거 같아서 좋아요!! 길이도 너무 길지 않고 좋아요!! 팔이 속상해도 예뻐요!! 동그라미로 표시한 부분이 입으면 붕 떠요…"
2022-04-28,"와 진짜 이건 대박이에요 모든 사람들이 알아줬으면 하는 마음으로 열정리뷰 갑니다

🍭배송
와 배송 진짜 개개개빨라요.... 결제한 당일에 몇시간도 안지나서 배송 출발이 되었더라구요ㅋㅋㅋㅋ 수요일날 오후 2시에 시켰더니 목요일날 오후 4시쯤에 도착했어요 진짜 로켓배송급.... 저 이렇게 빠르게 받아본적 처음이에요ㅋㅋㅋㅋ

🍭제품
아니 이 가격에 이 질이라니...? 디테일도 좋고 어디 빵꾸라던가 얼룩 난것도 없고 하자 1도 없이 걍 질이 너무 좋아요 아 근데 색깔은 확실히 사진보다 어둡긴 한거같아요! 제가 찍은 사진 색깔이랑 거의 같다고 보시면 돼요 그리고 길이는 엉덩이 완전히 덮을락말락하는 최고의 길이ㅠㅠ 완전히 쫙 폈을때는 제 허벅지의 1/3정도 가리더라구요 두께는 딱 봄? 초가을? 정도에 딱 저거 하나 입으면 좋을정도에요!

🍭핏
딱 루즈핏 니트라는 말이 잘 어울리는것 같아요 제가 어깨가 말려있고 좁고, 볼륨감 없이 마른편인데 저의 이런 체형을 여리여리해보이는 체형으로 만들어준달까요ㅠㅠ 제가 체형이 저래서 보통 오버핏이나 루즈핏 옷을 입으면 되게 부해보이고 제 그랬는데 이건 전혀 안 그래요... 낙낙하게 편하게 입을 수 있으면서도, 여리여리하게 보이게 해주니까 넘넘 좋은것 같아요ㅠㅠ

🍭코디
하 이건 걍 휘뚜루마뚜루 다 잘 입고 다닐것같아요 색깔도 어둡고 탁한? 색이라서 무난하게 잘 입고 다닐듯! 청바지에 입어도 예쁘고 롱치마에 입어도 예쁘고 짧은 치마나 원피스랑 입어도 찰떡일듯ㅠㅠ

🍭느낀점
사실 고고싱은 제 바지 전문 쇼핑몰이였거든요? 바지 살일 있으면 맨날 고고싱에서만 사서 고고싱=바지 맛집이라는 공식만 있었는데 세상에나 마상에나 오늘 이 공식이 깨졌어요 여러분 외우세요 고고싱=그냥 맛집입니다 니트 하나를 이렇게 잘 뽑을 수 있다니... 니트가 없어서 세일하길래 그냥 하나 사본거였는데 넘 만족스러워요ㅠㅠ 내일도 셤 봐야해서 정신상태 안 좋았는데 이거 보고 기분 좋아졌습니다..ㅎㅎ🙃 여러분 고민하지마시고 얼른 구매하세요!!!"
2022-04-04,"167/50
보통 옷 사면 짧은데 저한테도 길이 딱 괜찮아서 좋네요!
품이 좀 많이 넉넉해서 잘못 입으면 살집 있어보이긴 할 것 같아요..ㅠㅠ
근데 가격대비 만족!
분홍, 파랑 샀는데 분홍은 홈페이지보다 살딱 어두운 것 같습니당
회**가 섞인 톤다운된 핑크 느낌이에요!

배송 진짜 빨리 오고 재사용 가능한 지퍼백에 주신 것도 진짜 착한기업인게 느껴졌어요!
잘 입을게요!"
2022-03-23,어깨선이 살짝 아래에 있어서 팔길이기 조금 길긴 하지만 오버핏이라 생각하면 괜찮은거같아요! 색감도 맘에들고 무엇보다 재질이 너무 좋아요! 부드럽고 봄가을에 입기에 딱 좋을 두께라 만족스러워요 :>
2022-03-01,"지퍼백을 개봉하자마자 새 옷 냄새가 심해서 한동안은 괴로웠지만 냄새는 금방 빠져서 괜찮았습니다.
제가 바라던 핏이 나와서 만족했고 팔기장 또한 손등 전체를 덮을 만한 여유로운 길이라 굉장히 만족했습니다. 검은색 니트는 처음인데 예쁘게 잘 입고 다니겠습니다 감사합니다!"
2022-02-28,"색이나 디자인 쫀쫀한건 맘에 드는데 옷 끝쪽에 다른색으로 꼬맨건 구멍이 나서 보수작업 한건가요??
기왕이면 같은색으로 했으면 좋았을텐데 그게 너무 아쉬워요 그래도 끝이라서 넣어입으면 크게 티나지는 않을것 같아요 예쁘게 잘 입고 다닐게요!!!"
2022-02-14,"안에 티를 입고 입어서 좀 부해보이는데 실이고 딱 손 절반만 닿을만큼이라서 너무 좋네요!!!
핑크 들어오면 사겠어요!
얇아서 지금 혼자 입긴 좀 힘들겠지만 봄에 잘 입을것 같아요 감사합니다
너무 보들보들하고 너무 좋아요!!
배송... 무슨...일이죠... 
갑자기 주말에 울리더니 월요일에 딱 도착했어요!"
2022-02-09,"바지 만 맛집이 아닌거 같은데요? 
그리고 센스있게 비닐지퍼백에 적힌 문구 최고 ❤️
환경을 생각하는 인터넷 쇼핑몰이 생기다니 !! 
쬬아용👍 아!! 니트는 딱 좋은거 같아요!! 
사진 첨부했습니둥!! 사진 보면 재질, 느낌 아실거에요
저는 봄 가을 겨울 잘 입을 것 같아요!! 정전기가 잘 일어나니까 세탁시에 헹굼제를 좀 더 써주는 걸로! 
뜨거운 물로 세탁을 해도 줄어들지 않아서 좋아요!! ㅋㅋㅋㅋ"
2022-01-28,"저번에 그레이 색상 구입하고 마음에 들어서 크림베이지 하나 더 구입했어요. 그레이 색상 시착 후 사이즈 맞길래 세탁해서 옷장에 넣어뒀는데(아직도 안입어봄ㅋㅋ) 크림베이지 색상이랑 블랙, 인디블루도 너무 사고 싶었거든요ㅎㅎ 원래 블랙이나 그레이 색상처럼 좀 어두운 계열만 좋아하는데ㅠㅠ 모델분 코디가 예뻐서ㅎㅎ 크림베이지도 질렀습니다. 사이즈는 그레이와 동일했어요. 165키에 엉덩이 가리는 기장이였고 소매는 약간 긴데, 저는 소매 긴걸 좋아해서 마음에 듭니다. 모델분처럼 코디하고 싶어서 밝은색 바지를 사려고 봤는데,관련 상품에 안뜨길래 고고싱에서 제가 주문해서 잘 입고 다니는 바지(중독팬츠 코튼일자)를 또 주문했어요ㅎㅎ 크림색으로 주문했는데 니트랑 색이 너무 비슷해서... 조금 아쉬운 느낌. 크림색 바지 사면 모델분처럼 색상이 맞으려나 했는데 바지 색상이 좀 더 밝아야하려나봐요ㅎㅎ 하의를 뭘로 매칭해서 입을지 고민입니다! 전 추위를 많이타서 봄에 입으려구용~ 색상별로 쟁기고 싶네요ㅎㅎ"
2022-01-08,"사이즈도 적당하고 엉덩이 덮는 기장입니다
밝은 색이라 비침이 아주 살짝 있지만 신경 쓰이지 않을 정도예요
가격도 저렴해서 별로이면 어쩌나 고민했는데 재질도 괜찮고 정말 마음에 들어요!! 잘 입겠습니다"
2022-01-07,"사고싶은 색상은 많은데 
사이즈가 가늠이 안되서 고민을 많이 했습니다. 
일단 그레이 먼저 사서 사이즈 시착해보고 맞으면 다른색을 더 사자고 마음 먹고 지른건데!!
더 지를 의향 있는 옷이네요ㅎ

일반적으로 55~66 입으시는분들? 
프리사이즈 사세요. 제가 66입는데 일단 소매가 약간 여유가 있어서 좋구요(접어서 입지는 않아도 될 정도임) 허리 부분도 엉덩이 반까지 가리는 길이는 아니지만 근접하게 가려주는 길이라서 ㅎㅎ
여유있는 길이로 부담없이 입을 수 있을것 같아요.
(엉덩이 가려주는 길이였어도 좋았을것 같은 생각도 듭니다)

제가 한 등치 하긴 하는데, xl 샀으면 소매부분을 여러번 접어서 입어야했을 것 같아요. 

니트 안에 반팔이나 긴팔티 입고 입으면 좋을것 같구요. 겨울에 입으실거라면 셔츠나 이너용 목폴라 얇은거 입고 입는거 추천드립니다. (단독으로 입기엔 추울것 같아요) 

그래도 고고싱에서 구입해본 니트나 니트원피스나 바지 등등 옷들 저는 실패한적 없어서 ㅎㅎ 믿고 샀습니다. 

다른 색상도 지를 의향 있습니다 ㅋㅋ
특히 크림베이지. 블랙. 인디블루 +_+

핑크 지르고 싶었는데 후기보니까 너무 어둡다고 하고 옐로우는 제가 감당을 못할 컬러라서 ㅠㅠ 

일단 세탁 후에 입어보고 괜찮으면 더 지르려구요ㅎㅎ
많이 파세요♡ 또 사러 오겠습니당ㅎ"
2023-04-04,"평소 상의 95~100 정도 입어요! 품이 넉넉하고, 소매도 길어서 마음에 듭니다. 목부분이 목에 딱 맞아서 입고 벗고 하면서 늘어질까봐 걱정되긴 하지만, 목부분이 작아서 갑갑한 느낌이 아직까지 없어요!"
2023-01-31,그레이 밖에서 찍으셔서 그런지 생각보다 좀 어둡네요. 키153기준 엉덩이 3분2 덮네요. 제가 산 니트 중에 가장 얇아요 한겨울에는 셔츠나 목티 같이 입어야할 것 같아요. 새 옷 냄새 심하다는 후기 봤는데 진짜 심하네요. 냄새 예민한 분들은 별로 안 좋아할것같아요. 그래도 기장이나 핏이 좋아서 입습니당. 보풀 잘 일어날것 같은 재질도 아니고 냄새 빼곤 전체적으로 맘에 들어요.
2023-01-31,인디블루 밖에서 찍으셔서 그런지 화면보다 사알짝 어둡긴하지만 그래도 맘에듭니당. 키153기준 엉덩이 3분2 덮네요. 제가 산 니트 중에 가장 얇아요 한겨울에는 셔츠나 목티 같이 입어야할 것 같아요. 새 옷 냄새 심하다는 후기 봤는데 진짜 심하네요. 냄새 예민한 분들은 별로 안 좋아할것같아요. 그래도 기장이나 핏이 좋아서 입습니당. 보풀 잘 일어날것 같은 재질도 아니고 냄새 빼곤 전체적으로 맘에 들어요.
2022-11-30,니트 사이즈는 널널해요! 크림 베이지 색상인데 막 엄청 어둡지는 않아요! 니트 재질은 딱 저렴한 니트 재질이구요!  나름 나쁘지는 않은거 같습니다! 저는 봄 니트로 입으려고 구매했어요!
2022-11-20,"두 컬러 샀는데 사진보다 살짝 포근한 색이에요
처음 배송도 아주 빨라서 좋았지만 라벤더는 불량이어서 교환했어요ㅠ 그래도 문의 처리가 아주 빠르고 친절했어요
다시 와서 입어보니 어머니도 색이 예쁘다고 하셨어요 까칠하지도 않고 적당히 부들한 니트에요 잘 산 것 같습니다"
2022-11-04,"같은 디자인으로 2개 주문했어요
색도 딱 원하는 색이거 보풀도 많이 안 생기는 재질 같아요 근데 팔이 너무 길어서 그냥 입기에는 어깨가 좀 넓어 보이는 느낌이 있어서 두번 정도 접어 입으니까 딱 이뻤어요!"
2022-11-04,"디자인도 깔끔하고 보폴이 많이 일어나는 재질도 아니예요! 그리고 특히 색이 너무 이뻐서 놀랐어요
약간 밝은 옐로우베이지 느낌이예옄ㅋㅋㅋ
밑에 검정 치마에 입으니까 핏도 여리여리해보이고 
은근 데일리로 입기 편할거 같아요"
2022-10-19,화면 색감보다는 살짝 어두운 감이 있어요 한겨울에 니트 안에 셔츠입고 입으면 두툼해서 잘 입을 수 있을 것 같아요 퀄리티도 좋고 색깔도 튀지 않는 색깔이라 겨울느낌과 잘 맞아서 좋아요
2022-10-06,"아주 마음에 들어요! 처음 상품을 받았을 때는 생각보다 소매가 길어서 당황했는데 그냥 입어도, 소매를 접어도 예쁘더라구요. 그리고 목 부분이 탄탄한 것과 촉감이 그리 거치지 않다는게 좋았어요. 리뷰에는 냄새 얘기도 있었는데 한 번 세탁하니까 냄새는 빠르게 빠져서 크게 걱정하지 않으셔도 될 것 같아요. 암튼 입었을 때 오버핏이 딱 제가 원하던 핏이어서 좋았습니다ㅎㅎ"
2022-09-30,"왜 이걸 이제야 알았을까요... 다른데서 기본니트 몇벌 구매해봤지만 다 너무 후줄구리했어서 이번에도 반도전 느낌으로 구매해봤는데 이가격에 이퀼리티다? 말이 안돼요
딱 적당한 길이감에 늘어짐 없이 탄탄쫀쫀하고 적당히 아방방해서 단독으로 입어도 이쁘고 안에 뭐 껴입고 겨울까지 입어도 될 것 같아요!
사진이랑 색 비슷하고 부담스럽지 않은 채도있는 브라운?인 것 같아요!
이거쓰고 다른 색 추가구매하러 갑니다.. 다들 꼭 사세요!"
2022-03-23,"예뻐요 사실 그 전에 브라운 색상을 사서 다른 색상도 갖고 싶어서 결제를 했는데요 예상대로 예쁩니다 흐흫 
니트가 오버핏이라 여리여리 해보입니다... 나같은 통통이들도..ㅠ 진짜 이런 니트는 색깔별대로 다 갖고 있어도 좋을 정도예요 진짜 리스펙 💖 고고싱 사랑합니다 ❤"
2022-03-23,검정색도 무난하게 입을 거 같아요. 프리시이즈로 샀는데 음 오버핏까진 아니고 그래도 넉넉히 입을 수 있는 거 같아요 가슴둘레 100 정도 입니다. 근데 생각보다 기장 자체는 짧았어요 그래도 자주 입을 것 같네요
2022-03-22,사진 촬영 용으로 봄에 화사하게 입고 싶어서 구매한 니트인데 정말 가격 대비 퀄리티가 너무 좋아오! 까실한 부분도 없고 제가 158인데 딱 엉덩이를 걸치는 느낌? 기장감도 원하던거라 너무 만족해요.. ❤️
2022-03-21,일단 배송이 너무 빨라서 기분 좋았어요! 색도 너무너무 이쁘고 마음에 드네요 ㅎㅎㅎ 생각보다 길이가 길었지만 어차피 바지 안에 넣어 입을거라 상관없어요 노란색 처음 사보는데 너무 만족합니다 ㅎㅎㅎ 근데 새 옷 냄새가 좀 많이 나서 한번 빨아 입어야할듯해요ㅜ 그거빼곤 다 좋아요!!!
2022-03-12,색감 무슨일이에요..? 왜 이렇게 예쁜거예요..?😭 무슨 파스텔 옐로우에 봄향기 살짝 얹은 듯한 이 색감 뭡니까.. 정말 너무 예뻐요💛 그냥 입기만 해도 산뜻한 기운이 올라오는 것 같아요!! 소매도 손등을 아주 살짝 덮을 정도의 길이에 마감도 아주 잘되어서 배송이 왔어요!! 배송도 주문한지 이틀만에 아주 빠르게 배송되었습니다!! 너무너무 만족스러워서 다른 색의 옷들도 살 예정이에요💛
